material_line,mu,part_number,OD_mm,ID_mm,HT_mm,Ae_mm2,Le_mm,Ve_cm3,Wa_mm2,Ap_mm4,AL_min_nH,AL_nom_nH,AL_max_nH,AL_tolerance_pct,MLT_0wf,MLT_20wf,MLT_25wf,MLT_30wf,MLT_35wf,MLT_40wf,MLT_45wf,MLT_50wf,MLT_60wf,MLT_70wf,wound_OD_40wf_mm,wound_HT_40wf_mm,wound_OD_max_mm,wound_HT_max_mm,SA_core_mm2,SA_40wf_mm2,awg_sl_min,awg_sl_max,awg_sl_count,awg_sl_turns_rdc,note,coated,coating_note,datasheet_url,data_source
High Flux,125,C058150A2,4.57,1.73,3.18,2.1,9.42,0.0199,2.3,5.0,32,35.0,38,8,9.2,9.6,9.8,9.8,10.0,10.1,10.2,10.3,10.6,10.9,4.8,3.7,5.8,4.8,90.0,110.0,28,47,17,AWG28:11T/0.0251ohm; AWG30:15T/0.0529ohm; AWG33:22T/0.149ohm; AWG34:25T/0.218ohm; AWG35:28T/0.3ohm; AWG36:32T/0.427ohm; AWG37:35T/0.574ohm; AWG38:40T/0.826ohm; AWG39:46T/1.23ohm; AWG40:53T/1.8ohm; AWG41:59T/2.44ohm; AWG42:68T/3.52ohm; AWG43:76T/5.06ohm; AWG44:82T/6.6ohm; AWG45:96T/9.93ohm; AWG46:105T/13.6ohm; AWG47:117T/19.1ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C058150A2.pdf,MagInc_2025_catalog
MPP,125,C055150A2,4.57,1.73,3.18,2.1,9.42,0.0199,2.3,5.0,32,35.0,38,8,9.2,9.6,9.8,9.8,10.0,10.1,10.2,10.3,10.6,10.9,4.8,3.7,5.8,4.8,90.0,110.0,28,47,17,AWG28:11T/0.0251ohm; AWG30:15T/0.0529ohm; AWG33:22T/0.149ohm; AWG34:25T/0.218ohm; AWG35:28T/0.3ohm; AWG36:32T/0.427ohm; AWG37:35T/0.574ohm; AWG38:40T/0.826ohm; AWG39:46T/1.23ohm; AWG40:53T/1.8ohm; AWG41:59T/2.44ohm; AWG42:68T/3.52ohm; AWG43:76T/5.06ohm; AWG44:82T/6.6ohm; AWG45:96T/9.93ohm; AWG46:105T/13.6ohm; AWG47:117T/19.1ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055150A2.pdf,MagInc_2025_catalog
MPP,147,C055149A2,4.57,1.73,3.18,2.1,9.42,0.0199,2.3,5.0,38,41.0,44,8,9.2,9.6,9.8,9.8,10.0,10.1,10.2,10.3,10.6,10.9,4.8,3.7,5.8,4.8,90.0,110.0,28,47,17,AWG28:11T/0.0251ohm; AWG30:15T/0.0529ohm; AWG33:22T/0.149ohm; AWG34:25T/0.218ohm; AWG35:28T/0.3ohm; AWG36:32T/0.427ohm; AWG37:35T/0.574ohm; AWG38:40T/0.826ohm; AWG39:46T/1.23ohm; AWG40:53T/1.8ohm; AWG41:59T/2.44ohm; AWG42:68T/3.52ohm; AWG43:76T/5.06ohm; AWG44:82T/6.6ohm; AWG45:96T/9.93ohm; AWG46:105T/13.6ohm; AWG47:117T/19.1ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055149A2.pdf,MagInc_2025_catalog
MPP,160,C055148A2,4.57,1.73,3.18,2.1,9.42,0.0199,2.3,5.0,41,45.0,49,8,9.2,9.6,9.8,9.8,10.0,10.1,10.2,10.3,10.6,10.9,4.8,3.7,5.8,4.8,90.0,110.0,28,47,17,AWG28:11T/0.0251ohm; AWG30:15T/0.0529ohm; AWG33:22T/0.149ohm; AWG34:25T/0.218ohm; AWG35:28T/0.3ohm; AWG36:32T/0.427ohm; AWG37:35T/0.574ohm; AWG38:40T/0.826ohm; AWG39:46T/1.23ohm; AWG40:53T/1.8ohm; AWG41:59T/2.44ohm; AWG42:68T/3.52ohm; AWG43:76T/5.06ohm; AWG44:82T/6.6ohm; AWG45:96T/9.93ohm; AWG46:105T/13.6ohm; AWG47:117T/19.1ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055148A2.pdf,MagInc_2025_catalog
MPP,173,C055144A2,4.57,1.73,3.18,2.1,9.42,0.0199,2.3,5.0,44,48.0,52,8,9.2,9.6,9.8,9.8,10.0,10.1,10.2,10.3,10.6,10.9,4.8,3.7,5.8,4.8,90.0,110.0,28,47,17,AWG28:11T/0.0251ohm; AWG30:15T/0.0529ohm; AWG33:22T/0.149ohm; AWG34:25T/0.218ohm; AWG35:28T/0.3ohm; AWG36:32T/0.427ohm; AWG37:35T/0.574ohm; AWG38:40T/0.826ohm; AWG39:46T/1.23ohm; AWG40:53T/1.8ohm; AWG41:59T/2.44ohm; AWG42:68T/3.52ohm; AWG43:76T/5.06ohm; AWG44:82T/6.6ohm; AWG45:96T/9.93ohm; AWG46:105T/13.6ohm; AWG47:117T/19.1ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055144A2.pdf,MagInc_2025_catalog
MPP,200,C055147A2,4.57,1.73,3.18,2.1,9.42,0.0199,2.3,5.0,52,56.0,60,8,9.2,9.6,9.8,9.8,10.0,10.1,10.2,10.3,10.6,10.9,4.8,3.7,5.8,4.8,90.0,110.0,28,47,17,AWG28:11T/0.0251ohm; AWG30:15T/0.0529ohm; AWG33:22T/0.149ohm; AWG34:25T/0.218ohm; AWG35:28T/0.3ohm; AWG36:32T/0.427ohm; AWG37:35T/0.574ohm; AWG38:40T/0.826ohm; AWG39:46T/1.23ohm; AWG40:53T/1.8ohm; AWG41:59T/2.44ohm; AWG42:68T/3.52ohm; AWG43:76T/5.06ohm; AWG44:82T/6.6ohm; AWG45:96T/9.93ohm; AWG46:105T/13.6ohm; AWG47:117T/19.1ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055147A2.pdf,MagInc_2025_catalog
MPP,300,C055145A2,4.57,1.73,3.18,2.1,9.42,0.0199,2.3,5.0,77,84.0,91,8,9.2,9.6,9.8,9.8,10.0,10.1,10.2,10.3,10.6,10.9,4.8,3.7,5.8,4.8,90.0,110.0,28,47,17,AWG28:11T/0.0251ohm; AWG30:15T/0.0529ohm; AWG33:22T/0.149ohm; AWG34:25T/0.218ohm; AWG35:28T/0.3ohm; AWG36:32T/0.427ohm; AWG37:35T/0.574ohm; AWG38:40T/0.826ohm; AWG39:46T/1.23ohm; AWG40:53T/1.8ohm; AWG41:59T/2.44ohm; AWG42:68T/3.52ohm; AWG43:76T/5.06ohm; AWG44:82T/6.6ohm; AWG45:96T/9.93ohm; AWG46:105T/13.6ohm; AWG47:117T/19.1ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055145A2.pdf,MagInc_2025_catalog
Kool Mu,60,0077181A7,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,18,20.0,22,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077181A7.pdf,MagInc_2025_catalog
High Flux,60,0058181A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,18,20.0,22,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058181A2.pdf,MagInc_2025_catalog
MPP,60,0055181A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,18,20.0,22,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055181A2.pdf,MagInc_2025_catalog
Kool Mu,75,0077185A7,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,23,25.0,27,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077185A7.pdf,MagInc_2025_catalog
High Flux,75,0058185A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,23,25.0,27,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058185A2.pdf,MagInc_2025_catalog
MPP,75,0055185A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,23,25.0,27,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055185A2.pdf,MagInc_2025_catalog
Kool Mu,90,0077184A7,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,28,30.0,32,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077184A7.pdf,MagInc_2025_catalog
High Flux,90,0058184A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,28,30.0,32,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058184A2.pdf,MagInc_2025_catalog
MPP,90,0055184A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,28,30.0,32,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055184A2.pdf,MagInc_2025_catalog
Kool Mu,125,0077180A7,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,39,42.0,45,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077180A7.pdf,MagInc_2025_catalog
High Flux,125,C058180A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,39,42.0,45,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C058180A2.pdf,MagInc_2025_catalog
MPP,125,C055180A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,39,42.0,45,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055180A2.pdf,MagInc_2025_catalog
MPP,147,C055179A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,45,49.0,53,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055179A2.pdf,MagInc_2025_catalog
MPP,160,C055178A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,49,53.0,57,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055178A2.pdf,MagInc_2025_catalog
MPP,173,C055174A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,52,57.0,62,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055174A2.pdf,MagInc_2025_catalog
MPP,200,C055177A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,62,67.0,72,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055177A2.pdf,MagInc_2025_catalog
MPP,300,C055175A2,5.28,1.85,3.18,2.9,10.6,0.0303,2.7,8.0,91,99.0,107,8,9.8,10.3,10.4,10.5,10.6,10.7,10.9,11.0,11.3,11.6,5.6,3.7,6.7,4.9,110.0,130.0,27,46,17,AWG27:11T/0.0212ohm; AWG28:12T/0.0289ohm; AWG32:20T/0.114ohm; AWG33:23T/0.165ohm; AWG34:27T/0.249ohm; AWG35:31T/0.352ohm; AWG36:34T/0.481ohm; AWG37:38T/0.661ohm; AWG38:43T/0.942ohm; AWG39:50T/1.42ohm; AWG40:57T/2.05ohm; AWG41:64T/2.82ohm; AWG42:73T/4.01ohm; AWG43:81T/5.73ohm; AWG44:88T/7.52ohm; AWG45:103T/11.3ohm; AWG46:113T/15.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/C055175A2.pdf,MagInc_2025_catalog
Kool Mu,14,0077023A7,6.99,2.29,3.43,4.7,13.6,0.064,4.1,19.0,6,6.0,6,8,11.6,12.2,12.3,12.4,12.6,12.8,12.9,13.1,13.4,13.9,7.3,4.1,8.8,5.4,170.0,200.0,26,45,18,AWG26:12T/0.0216ohm; AWG27:14T/0.0312ohm; AWG30:21T/0.091ohm; AWG31:23T/0.125ohm; AWG32:26T/0.173ohm; AWG33:30T/0.252ohm; AWG34:34T/0.367ohm; AWG35:39T/0.518ohm; AWG36:44T/0.729ohm; AWG37:48T/0.977ohm; AWG38:54T/1.39ohm; AWG39:62T/2.07ohm; AWG40:71T/3.0ohm; AWG41:80T/4.13ohm; AWG42:91T/5.87ohm; AWG43:101T/8.4ohm; AWG44:110T/11.1ohm; AWG45:128T/16.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077023A7.pdf,MagInc_2025_catalog
High Flux,14,0058023A2,6.99,2.29,3.43,4.7,13.6,0.064,4.1,19.0,6,6.0,6,8,11.6,12.2,12.3,12.4,12.6,12.8,12.9,13.1,13.4,13.9,7.3,4.1,8.8,5.4,170.0,200.0,26,45,18,AWG26:12T/0.0216ohm; AWG27:14T/0.0312ohm; AWG30:21T/0.091ohm; AWG31:23T/0.125ohm; AWG32:26T/0.173ohm; AWG33:30T/0.252ohm; AWG34:34T/0.367ohm; AWG35:39T/0.518ohm; AWG36:44T/0.729ohm; AWG37:48T/0.977ohm; AWG38:54T/1.39ohm; AWG39:62T/2.07ohm; AWG40:71T/3.0ohm; AWG41:80T/4.13ohm; AWG42:91T/5.87ohm; AWG43:101T/8.4ohm; AWG44:110T/11.1ohm; AWG45:128T/16.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058023A2.pdf,MagInc_2025_catalog
MPP,14,0055023A2,6.99,2.29,3.43,4.7,13.6,0.064,4.1,19.0,6,6.0,6,8,11.6,12.2,12.3,12.4,12.6,12.8,12.9,13.1,13.4,13.9,7.3,4.1,8.8,5.4,170.0,200.0,26,45,18,AWG26:12T/0.0216ohm; AWG27:14T/0.0312ohm; AWG30:21T/0.091ohm; AWG31:23T/0.125ohm; AWG32:26T/0.173ohm; AWG33:30T/0.252ohm; AWG34:34T/0.367ohm; AWG35:39T/0.518ohm; AWG36:44T/0.729ohm; AWG37:48T/0.977ohm; AWG38:54T/1.39ohm; AWG39:62T/2.07ohm; AWG40:71T/3.0ohm; AWG41:80T/4.13ohm; AWG42:91T/5.87ohm; AWG43:101T/8.4ohm; AWG44:110T/11.1ohm; AWG45:128T/16.6ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055023A2.pdf,MagInc_2025_catalog
